Title,ID,Cover,Genres,Action and Adventure,Animals,Art,Children,Contemporary,Crime,Death,Dystopian,Espionage,Family,Fantasy,Fiction,Friendship,Health,Historical,Horror,Humor,Legal,Memoir,Murder,Mystery and Detective,Paranormal,Political,Psychological,Relationships,Romance,Self-help,Suspense,Thriller,Travel,War,Women,author,year,total_weeks,first_week,debut_rank,best_rank
THE APPLE ORCHARD,/works/OL20884071W,10210341,"['Fiction', 'Family', 'Contemporary']",0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Susan Wiggs,2013,1,2013-05-19,12,12
THE APPRENTICE,/works/OL14871658W,4290024,"['Thriller', 'Suspense', 'Fiction', 'Women', 'Crime', 'Murder', 'Mystery and Detective']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,Tess Gerritsen,2002,4,2002-09-08,10,10
THE APPROACHING STORM,/works/OL102606W,10932575,['Fiction'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alan Dean Foster,2002,4,2002-02-17,12,12
THE APPROACHING STORM,/works/OL102606W,450185,['Fiction'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alan Dean Foster,2002,4,2002-02-17,12,12
THE APPROACHING STORM,/works/OL102606W,210136,['Fiction'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alan Dean Foster,2002,4,2002-02-17,12,12
THE AQUITAINE PROGRESSION,/works/OL2664909W,5377267,"['Suspense', 'Fiction', 'Espionage', 'Murder', 'Political']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,Robert Ludlum,1984,34,1984-03-11,1,1
THE ARRAIGNMENT,/works/OL483619W,258958,"['Fiction', 'Legal', 'Mystery and Detective']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Steve Martini,2003,6,2003-01-26,7,4
THE ART OF FIELDING,/works/OL19949436W,11332414,"['Fiction', 'Psychological', 'Relationships']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Chad Harbach,2011,9,2011-09-25,6,6
THE ART OF LLEWELLYN JONES,/works/OL187883W,13138437,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Paul Hyde Bonner,1959,16,1959-08-02,15,7
THE ART OF RACING IN THE RAIN,/works/OL2756026W,6597298,"['Fiction', 'Animals', 'Children']",0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Garth Stein,2008,5,2008-06-08,13,13
THE ART OF RACING IN THE RAIN,/works/OL2756026W,7118020,"['Fiction', 'Animals', 'Children']",0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Garth Stein,2008,5,2008-06-08,13,13
THE ART OF RACING IN THE RAIN,/works/OL2756026W,8952147,"['Fiction', 'Animals', 'Children']",0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Garth Stein,2008,5,2008-06-08,13,13
ANDERSONVILLE,/works/OL4307803W,12707867,"['Fiction', 'Historical', 'War']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,MacKinlay Kantor,1955,52,1955-11-06,14,1
ANDERSONVILLE,/works/OL4307803W,296404,"['Fiction', 'Historical', 'War']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,MacKinlay Kantor,1955,52,1955-11-06,14,1
ANDERSONVILLE,/works/OL4307803W,8903381,"['Fiction', 'Historical', 'War']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,MacKinlay Kantor,1955,52,1955-11-06,14,1
THE ASSASSIN,/works/OL17343W,5502242,"['Fiction', 'Mystery and Detective', 'Espionage', 'Action and Adventure']",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Clive Cussler and Justin Scott,2015,4,2015-03-22,5,5
THE ASSASSIN,/works/OL17343W,5502242,"['Fiction', 'Mystery and Detective', 'Espionage', 'Action and Adventure']",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Stephen Coonts,2008,3,2008-08-24,12,12
THE ASSASSINATION OF MARGARET THATCHER,/works/OL17081004W,10236757,['Fiction'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hilary Mantel,2014,1,2014-10-26,15,15
THE ASSASSINATION OF MARGARET THATCHER,/works/OL17081004W,9417073,['Fiction'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hilary Mantel,2014,1,2014-10-26,15,15
THE ASSASSINS,/works/OL67615W,6705061,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elia Kazan,1972,11,1972-02-27,8,4
THE ASSASSINS,/works/OL67615W,6705061,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oliver North and Joe Musser,2005,1,2005-10-23,14,14
THE ASSOCIATE,/works/OL15841562W,6804940,"['Legal', 'Thriller', 'Action and Adventure', 'Suspense', 'Fiction']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,John Grisham,2009,14,2009-02-15,1,1
THE ASSOCIATE,/works/OL15841562W,6804940,"['Legal', 'Thriller', 'Action and Adventure', 'Suspense', 'Fiction']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Phillip Margolin,2001,1,2001-09-09,11,11
THE ASSOCIATE,/works/OL15841562W,11412315,"['Legal', 'Thriller', 'Action and Adventure', 'Suspense', 'Fiction']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,John Grisham,2009,14,2009-02-15,1,1
THE ASSOCIATE,/works/OL15841562W,11412315,"['Legal', 'Thriller', 'Action and Adventure', 'Suspense', 'Fiction']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Phillip Margolin,2001,1,2001-09-09,11,11
THE ASSOCIATE,/works/OL15841562W,11498572,"['Legal', 'Thriller', 'Action and Adventure', 'Suspense', 'Fiction']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,John Grisham,2009,14,2009-02-15,1,1
THE ASSOCIATE,/works/OL15841562W,11498572,"['Legal', 'Thriller', 'Action and Adventure', 'Suspense', 'Fiction']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Phillip Margolin,2001,1,2001-09-09,11,11
THE ASSOCIATE,/works/OL2627875W,23214,"['Legal', 'Thriller', 'Suspense', 'Fiction', 'Mystery and Detective']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,John Grisham,2009,14,2009-02-15,1,1
THE ASSOCIATE,/works/OL2627875W,23214,"['Legal', 'Thriller', 'Suspense', 'Fiction', 'Mystery and Detective']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,Phillip Margolin,2001,1,2001-09-09,11,11
THE ATHENA PROJECT,/works/OL15493119W,6672483,"['Fiction', 'Women', 'Espionage', 'Crime']",0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Brad Thor,2010,1,2010-12-12,10,10
THE ATTORNEY,/works/OL483605W,3702110,"['Fiction', 'Legal', 'Mystery and Detective', 'Children']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Steve Martini,2000,7,2000-01-30,13,8
ANGEL,/works/OL11375134W,4010324,"['Fiction', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Barbara Taylor Bradford,1993,7,1993-05-09,9,9
THE AUERBACH WILL,/works/OL41752W,10062234,"['Fiction', 'Family']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stephen Birmingham,1983,21,1983-09-25,12,6
THE AVIATORS WIFE,/works/OL20475789W,9140606,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Melanie Benjamin,2013,1,2013-02-24,15,15
THE AVIATORS,/works/OL17622W,6916967,"['Fiction', 'Action and Adventure', 'War']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W. E. B. Griffin,1988,4,1988-09-18,13,13
THE BACHMAN BOOKS,/works/OL81591W,8565607,"['Thriller', 'Action and Adventure', 'Suspense', 'Fiction', 'Crime', 'Horror', 'Historical', 'Murder', 'Psychological', 'Mystery and Detective']",1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,Stephen King,1985,3,1985-11-17,10,10
THE BACHMAN BOOKS,/works/OL81591W,12449504,"['Thriller', 'Action and Adventure', 'Suspense', 'Fiction', 'Crime', 'Horror', 'Historical', 'Murder', 'Psychological', 'Mystery and Detective']",1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,Stephen King,1985,3,1985-11-17,10,10
THE BAD PLACE,/works/OL263256W,6380577,"['Fiction', 'Horror', 'Family', 'Murder', 'Psychological', 'Mystery and Detective']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Dean R. Koontz,1990,15,1990-01-28,7,1
THE BAD PLACE,/works/OL263256W,12948176,"['Fiction', 'Horror', 'Family', 'Murder', 'Psychological', 'Mystery and Detective']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Dean R. Koontz,1990,15,1990-01-28,7,1
ANGEL TIME,/works/OL14962785W,9324119,"['Fiction', 'Historical', 'Travel', 'Suspense']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Anne Rice,2009,1,2009-11-15,13,13
ANGEL TIME,/works/OL14962785W,10300543,"['Fiction', 'Historical', 'Travel', 'Suspense']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Anne Rice,2009,1,2009-11-15,13,13
ANGEL TIME,/works/OL14962785W,10489379,"['Fiction', 'Historical', 'Travel', 'Suspense']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Anne Rice,2009,1,2009-11-15,13,13
THE BAD SEED,/works/OL276093W,1320496,"['Fiction', 'Psychological']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,William March,1954,7,1954-05-30,15,13
THE BALANCE WHEEL,/works/OL22057914W,10420531,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Taylor Caldwell,1951,18,1951-01-21,12,3
THE BALLAD AND THE SOURCE,/works/OL4745541W,652068,"['Fiction', 'Relationships']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Rosamond Lehmann,1945,12,1945-04-29,1,1
THE BANCROFT STRATEGY,/works/OL2664893W,179631,"['Fiction', 'Family', 'Crime']",0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Robert Ludlum,2006,2,2006-11-05,10,9
THE BANDS OF MOURNING,/works/OL17349394W,7427758,"['Fiction', 'Friendship', 'Political', 'Suspense']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Brandon Sanderson,2016,2,2016-02-14,6,6
THE BANDS OF MOURNING,/works/OL17349394W,8737611,"['Fiction', 'Friendship', 'Political', 'Suspense']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Brandon Sanderson,2016,2,2016-02-14,6,6
THE BANDS OF MOURNING,/works/OL17349394W,8737613,"['Fiction', 'Friendship', 'Political', 'Suspense']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Brandon Sanderson,2016,2,2016-02-14,6,6
THE BATTLE OF THE VILLA FIORITA,/works/OL1825314W,6282958,"['Fiction', 'Relationships']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Rumer Godden,1963,14,1963-10-20,9,5
THE BATTLE OF THE VILLA FIORITA,/works/OL1825314W,12583305,"['Fiction', 'Relationships']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Rumer Godden,1963,14,1963-10-20,9,5
THE BAZAAR OF BAD DREAMS,/works/OL17823750W,8362335,"['Horror', 'Fiction', 'Suspense']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Stephen King,2015,11,2015-11-22,1,1
THE BAZAAR OF BAD DREAMS,/works/OL17823750W,10202253,"['Horror', 'Fiction', 'Suspense']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Stephen King,2015,11,2015-11-22,1,1
THE BAZAAR OF BAD DREAMS,/works/OL17823750W,10850738,"['Horror', 'Fiction', 'Suspense']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Stephen King,2015,11,2015-11-22,1,1
A BAXTER FAMILY CHRISTMAS,/works/OL20036156W,12514928,"['Fiction', 'Family', 'Romance']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Karen Kingsbury,2016,3,2016-11-13,6,6
ANGELIQUE,/works/OL8112280W,13881890,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sergeanne Golon,1958,12,1958-10-12,15,7
THE BEACH HOUSE,/works/OL20918070W,10287330,"['Fiction', 'Family', 'Friendship']",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,James Patterson and Peter de Jonge,2002,14,2002-06-30,1,1
THE BEACH HOUSE,/works/OL20918070W,10287330,"['Fiction', 'Family', 'Friendship']",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jane Green,2008,6,2008-07-06,11,9
THE BEACH HOUSE,/works/OL20918070W,10287330,"['Fiction', 'Family', 'Friendship']",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stephen Longstreet,1952,1,1952-07-13,16,16
THE BEACH HOUSE,/works/OL4536687W,6970208,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,James Patterson and Peter de Jonge,2002,14,2002-06-30,1,1
THE BEACH HOUSE,/works/OL4536687W,6970208,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jane Green,2008,6,2008-07-06,11,9
THE BEACH HOUSE,/works/OL4536687W,6970208,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stephen Longstreet,1952,1,1952-07-13,16,16
THE BEAR AND THE DRAGON,/works/OL159282W,271976,"['Relationships', 'Thriller', 'Action and Adventure', 'Fiction', 'Crime', 'Espionage', 'Political', 'Mystery and Detective']",1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,Tom Clancy,2000,21,2000-09-10,1,1
THE BEAR AND THE DRAGON,/works/OL159282W,4618153,"['Relationships', 'Thriller', 'Action and Adventure', 'Fiction', 'Crime', 'Espionage', 'Political', 'Mystery and Detective']",1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,Tom Clancy,2000,21,2000-09-10,1,1
THE BEAR AND THE DRAGON,/works/OL159282W,226562,"['Relationships', 'Thriller', 'Action and Adventure', 'Fiction', 'Crime', 'Espionage', 'Political', 'Mystery and Detective']",1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,Tom Clancy,2000,21,2000-09-10,1,1
THE BEASTLY BEATITUDES OF BALTHAZAR B.,/works/OL726626W,569099,"['Horror', 'Fiction']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J.P. Donleavy,1969,1,1969-01-19,9,9
THE BEAUTIFUL MYSTERY,/works/OL20700998W,9377899,"['Fiction', 'Mystery and Detective', 'Crime']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Louise Penny,2012,2,2012-09-16,2,2
THE BECKONING DOOR,/works/OL454571W,938574,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mabel Seeley,1950,1,1950-03-05,16,16
THE BEET QUEEN,/works/OL478996W,5531591,['Fiction'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Louise Erdrich,1986,15,1986-09-28,15,8
THE BEET QUEEN,/works/OL478996W,5531592,['Fiction'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Louise Erdrich,1986,15,1986-09-28,15,8
THE BEET QUEEN,/works/OL478996W,6963053,['Fiction'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Louise Erdrich,1986,15,1986-09-28,15,8
ANGELOLOGY,/works/OL20405815W,10192098,"['Contemporary', 'Suspense', 'Fiction']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Danielle Trussoni,2010,4,2010-03-28,7,6
THE BEGINNERS GOODBYE,/works/OL16142302W,9580492,"['Fiction', 'Psychological', 'Family', 'Death']",0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Anne Tyler,2012,2,2012-04-22,8,8
THE BEGINNERS GOODBYE,/works/OL16142302W,8331044,"['Fiction', 'Psychological', 'Family', 'Death']",0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Anne Tyler,2012,2,2012-04-22,8,8
THE BEGINNERS GOODBYE,/works/OL16142302W,7932812,"['Fiction', 'Psychological', 'Family', 'Death']",0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Anne Tyler,2012,2,2012-04-22,8,8
THE BELL JAR,/works/OL1865528W,8477115,"['Women', 'Psychological', 'Fiction', 'Health']",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Sylvia Plath,1971,24,1971-05-09,10,4
THE BELL JAR,/works/OL1865528W,30241,"['Women', 'Psychological', 'Fiction', 'Health']",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Sylvia Plath,1971,24,1971-05-09,10,4
THE BELL JAR,/works/OL1865528W,10505826,"['Women', 'Psychological', 'Fiction', 'Health']",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Sylvia Plath,1971,24,1971-05-09,10,4
THE BEST LAID PLANS,/works/OL15829428W,6793646,"['Relationships', 'Action and Adventure', 'Suspense', 'Fiction', 'Women', 'Political']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,Sidney Sheldon,1997,10,1997-09-21,2,2
THE BEST LAID PLANS,/works/OL15829428W,431658,"['Relationships', 'Action and Adventure', 'Suspense', 'Fiction', 'Women', 'Political']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,Sidney Sheldon,1997,10,1997-09-21,2,2
THE BEST OF EVERYTHING,/works/OL551687W,6382251,"['Fiction', 'Women', 'Romance', 'Friendship']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Rona Jaffe,1958,20,1958-09-21,15,6
THE BEST OF EVERYTHING,/works/OL551687W,111155,"['Fiction', 'Women', 'Romance', 'Friendship']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Rona Jaffe,1958,20,1958-09-21,15,6
THE BEST OF EVERYTHING,/works/OL551687W,8761895,"['Fiction', 'Women', 'Romance', 'Friendship']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Rona Jaffe,1958,20,1958-09-21,15,6
THE BEST OF ME,/works/OL20880281W,10204484,"['Contemporary', 'Relationships', 'Romance', 'Women', 'Fiction']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,Nicholas Sparks,2011,17,2011-10-30,1,1
THE BEST REVENGE,/works/OL3432779W,2951919,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stephen White,2003,1,2003-02-23,8,8
ANGELS & DEMONS,/works/OL76833W,8398173,"['Thriller', 'Action and Adventure', 'Suspense', 'Women', 'Fiction', 'Crime', 'Murder', 'Art', 'Mystery and Detective']",1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,Dan Brown,2004,40,2004-01-18,14,4
ANGELS & DEMONS,/works/OL76833W,366765,"['Thriller', 'Action and Adventure', 'Suspense', 'Women', 'Fiction', 'Crime', 'Murder', 'Art', 'Mystery and Detective']",1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,Dan Brown,2004,40,2004-01-18,14,4
THE BETSY,/works/OL10349699W,13275225,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harold Robbins,1971,21,1971-12-12,8,6
THE BIG BAD WOLF,/works/OL167179W,189358,"['Thriller', 'Suspense', 'Fiction', 'Crime', 'Psychological', 'Mystery and Detective']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,James Patterson,2003,10,2003-12-07,2,2
THE BIG BAD WOLF,/works/OL167179W,9125631,"['Thriller', 'Suspense', 'Fiction', 'Crime', 'Psychological', 'Mystery and Detective']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,James Patterson,2003,10,2003-12-07,2,2
THE BIG FISHERMAN,/works/OL12591W,6467698,"['Fiction', 'Historical']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lloyd C. Douglas,1948,62,1948-11-28,7,1
THE BIG MONEY,/works/OL1217992W,7063130,"['Fiction', 'Historical', 'War']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,John Dos Passos,1936,8,1936-08-17,5,4
THE BIG MONEY,/works/OL1217992W,393024,"['Fiction', 'Historical', 'War']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,John Dos Passos,1936,8,1936-08-17,5,4
THE BIG PICTURE,/works/OL258117W,213330,"['Fiction', 'Mystery and Detective']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Douglas Kennedy,1997,1,1997-04-27,11,11
ANGELS AT THE TABLE,/works/OL16705381W,8318140,"['Fiction', 'Fantasy', 'Family', 'Romance']",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Debbie Macomber,2012,3,2012-11-11,9,9
ANGELS AT THE TABLE,/works/OL16705381W,10209929,"['Fiction', 'Fantasy', 'Family', 'Romance']",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Debbie Macomber,2012,3,2012-11-11,9,9
ANGELS AT THE TABLE,/works/OL16705381W,11556649,"['Fiction', 'Fantasy', 'Family', 'Romance']",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Debbie Macomber,2012,3,2012-11-11,9,9
THE BIG SKY,/works/OL2944435W,393599,"['Fiction', 'Historical']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A.B. Guthrie Jr,1947,21,1947-05-25,12,4
